,Response_No,Tab_No,Survey_Date,AC_Name,Mandal_Name,Village_Name
10353,14474,150,2015-04-06,,,
10354,14476,212,2015-06-24,Nandigama,Kanchikacherla,Moguluru
10355,14477,478,2015-06-24,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
10356,14477,475,2015-07-16,,,
10357,14481,435,2015-06-15,Tiruvuru,Vissannapeta,Putrela
10358,14483,112,2015-05-28,Jaggaiahpeta,Vatsavai,Dechupalem
10359,14483,174,2015-06-06,Mylavaram,G. Konduru,Kattubadipalem
10360,14484,91,2015-05-28,Mylavaram,Ibrahimpatnam,Kethanakonda
10361,14486,190,2015-03-06,,,
10362,14486,380,2015-08-06,,,
10363,14488,150,2015-01-06,,,
10364,14488,253,2015-06-23,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
10365,14491,163,2015-07-19,Nandigama,Chanderlapadu,Chanderlapadu
10366,14493,291,2015-05-28,Nandigama,Nandigama,Chandapuram
10367,14493,420,2015-06-28,Tiruvuru,Tiruvuru,Ganugapadu
10368,14493,124,2015-10-07,,,
10369,14493,68,2015-07-21,Mylavaram,Ibrahimpatnam,Kondapalli
10370,14494,409,2015-06-28,Tiruvuru,A.Konduru,Ramachandrapuram
10371,14495,444,2015-06-28,Tiruvuru,Gampalagudem,RAJAVARAM
10372,14500,178,2015-07-07,Mylavaram,G. Konduru,G.kondur
10373,14501,240,2015-06-24,Nandigama,Chanderlapadu,Kodavatikallu
10374,14503,187,2015-01-06,,,
10375,14503,459,2015-06-15,Tiruvuru,Gampalagudem,VINAGADAPA
10376,14504,224,2015-05-30,Nandigama,Kanchikacherla,Kothapeta
10377,14505,173,2015-07-25,,,
10378,14506,148,2015-05-28,Jaggaiahpeta,Jaggaiahpeta,Vedadri
10379,14509,25,2015-06-13,Tiruvuru,Gampalagudem,TUNIKIPADU
10380,14509,352,2015-08-07,,,
10381,14510,365,2015-12-06,,,
10382,14511,364,2015-08-07,,,
10383,14514,500,2015-05-28,Jaggaiahpeta,Penuganchiprolu,Lingaguduam
10384,14517,40,2015-05-25,Nandigama,Veerullapadu,Thati Gummi
10385,14517,489,2015-06-20,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
10386,14519,138,2015-06-26,Nandigama,Chanderlapadu,Thota Ravula Padu
10387,14520,313,2015-02-06,,,
10388,14521,431,2015-02-07,,,
10389,14522,11,2015-08-06,,,
10390,14522,194,2015-07-17,Mylavaram,Ibrahimpatnam,Kondapalli
10391,14523,479,2015-05-26,Jaggaiahpeta,Penuganchiprolu,Mundlapadu
10392,14525,226,2015-06-24,Nandigama,Kanchikacherla,Moguluru
10393,14527,54,2015-05-25,,,
10394,14527,401,2015-06-13,Tiruvuru,A.Konduru,Koduru
10395,14527,130,2015-06-29,Jaggaiahpeta,Vatsavai,Polampalli
10396,14533,173,2015-07-17,,,
10397,14535,312,2015-07-07,Nandigama,Nandigama,Peddavaram
10398,14537,124,2015-07-18,Jaggaiahpeta,Vatsavai,Vatsavai
10399,14543,285,2015-03-06,,,
10400,14543,315,2015-02-07,,,
10401,14543,250,2015-03-07,,,
10402,14547,477,2015-05-30,Jaggaiahpeta,Penuganchiprolu,Lingaguduam
10403,14547,498,2015-01-06,,,
10404,14548,432,2015-05-07,,,
10405,14549,474,2015-06-14,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
10406,14549,85,2015-06-23,Mylavaram,Ibrahimpatnam,Kotikalapudi
10407,14550,184,2015-04-07,,,
10408,14553,34,2015-06-26,Tiruvuru,Vissannapeta,Korlamanda
10409,14556,327,2015-06-29,Tiruvuru,Tiruvuru,Peddavaram
10410,14557,320,2015-05-25,Nandigama,Nandigama,Kammavaripalem
10411,14557,380,2015-07-20,,,
10412,14561,359,2015-03-07,,,
10413,14563,149,2015-06-07,Nandigama,Chanderlapadu,Gudimetla
10414,14564,269,2015-06-06,Mylavaram,Reddygudem,Muchanapalli
10415,14564,438,2015-06-24,Tiruvuru,Vissannapeta,Korlamanda
10416,14567,11,2015-06-18,Tiruvuru,Vissannapeta,Korlamanda
10417,14569,277,2015-05-06,,,
10418,14569,462,2015-06-29,Tiruvuru,Gampalagudem,LINGALA
10419,14571,331,2015-06-25,Tiruvuru,Tiruvuru,G.Kothuru
10420,14577,363,2015-06-24,Mylavaram,Mylavaram,Chandragudem
10421,14578,94,2015-10-06,,,
10422,14579,448,2015-12-06,,,
10423,14583,436,2015-05-26,Nandigama,Veerullapadu,Thati Gummi
10424,14583,167,2015-11-07,,,
10425,14584,137,2015-05-23,Jaggaiahpeta,Vatsavai,P.V.Guduam
10426,14584,364,2015-01-07,,,
10427,14587,133,2015-06-28,Jaggaiahpeta,Vatsavai,Polampalli
10428,14588,404,2015-06-17,Tiruvuru,A.Konduru,Cheemalapadu
10429,14589,119,2015-05-23,Jaggaiahpeta,Vatsavai,Dechupalem
10430,14589,324,2015-05-24,Tiruvuru,Tiruvuru,Vamakuntla
10431,14590,322,2015-05-21,Tiruvuru,Tiruvuru,Laxmipuram
10432,14590,201,2015-05-22,Nandigama,Kanchikacherla,S.Amaravaram
10433,14590,392,2015-04-06,,,
10434,14590,351,2015-07-24,Mylavaram,Ibrahimpatnam,Kondapalli
10435,14595,287,2015-05-31,Mylavaram,Reddygudem,K-Naguluru
10436,14595,302,2015-01-07,,,
10437,14600,382,2015-06-21,Tiruvuru,A.Konduru,Khampampadu
10438,14602,311,2015-09-06,,,
10439,14603,232,2015-02-07,,,
10440,14604,358,2015-01-07,,,
10441,14607,102,2015-06-23,Mylavaram,Vijayawada (R),Kottur tadepalli
10442,14608,464,2015-05-30,Tiruvuru,Gampalagudem,KANUMURU
10443,14608,220,2015-10-06,,,
10444,14608,194,2015-07-17,Mylavaram,Ibrahimpatnam,Kondapalli
10445,14609,147,2015-05-31,Jaggaiahpeta,Jaggaiahpeta,Takkellapadu
10446,14612,162,2015-05-31,Nandigama,Chanderlapadu,Vibhareethalapadu
10447,14613,289,2015-07-07,Tiruvuru,Vissannapeta,Vissannapeta
10448,14615,432,2015-07-23,,,
10449,14617,314,2015-06-29,Nandigama,Nandigama,Peddavaram
10450,14621,91,2015-04-06,,,
10451,14623,394,2015-08-06,,,
10452,14623,475,2015-04-07,,,
10453,14624,132,2015-07-19,,,
10454,14625,357,2015-05-26,Mylavaram,Mylavaram,Pondugala
10455,14626,235,2015-10-06,,,
10456,14627,139,2015-06-15,Jaggaiahpeta,Vatsavai,Kanneveedu
10457,14627,213,2015-06-24,Nandigama,Kanchikacherla,Moguluru
10458,14630,416,2015-05-23,Tiruvuru,Tiruvuru,Akkapalem
10459,14630,320,2015-07-06,Nandigama,Nandigama,Peddavaram
10460,14630,466,2015-04-07,,,
10461,14631,192,2015-01-07,,,
10462,14632,72,2015-01-06,,,
10463,14632,430,2015-06-26,,,
10464,14634,206,2015-05-27,Nandigama,Veerullapadu,Jammavaram
10465,14634,233,2015-06-06,Jaggaiahpeta,Jaggaiahpeta,Balusupadu
10466,14637,135,2015-05-06,,,
10467,14637,144,2015-06-28,Nandigama,Veerullapadu,Jujjuru
10468,14639,230,2015-07-13,Nandigama,Kanchikacherla,Kanchikacherla
10469,14640,214,2015-05-06,,,
10470,14642,243,2015-06-22,,,
10471,14642,430,2015-06-19,,,
10472,14643,357,2015-05-30,Mylavaram,Mylavaram,Morsumalli
10473,14643,119,2015-07-14,,,
10474,14645,321,2015-08-06,,,
10475,14646,293,2015-05-28,Jaggaiahpeta,Nadigama,Konathamatmakuru
10476,14646,290,2015-03-06,,,
10477,14646,462,2015-06-26,Tiruvuru,Gampalagudem,LINGALA
10478,14647,458,2015-06-21,Tiruvuru,Gampalagudem,SOBBALA
10479,14648,188,2015-02-06,,,
10480,14648,71,2015-06-23,,,
10481,14649,423,2015-07-06,Tiruvuru,Vissannapeta,Vissannapeta
10482,14650,362,2015-05-31,Mylavaram,Mylavaram,Chandrala
10483,14650,293,2015-06-21,Jaggaiahpeta,Nadigama,Jonnalagadda
10484,14650,351,2015-06-13,Mylavaram,Mylavaram,Velvadam
10485,14651,244,2015-06-13,Jaggaiahpeta,Jaggaiahpeta,K.Agraharam
10486,14651,462,2015-06-24,Tiruvuru,Gampalagudem,SOBBALA
10487,14655,98,2015-05-29,,,
10488,14655,289,2015-03-07,,,
10489,14659,155,2015-04-07,,,
10490,14660,374,2015-05-19,Mylavaram,Mylavaram,Pondugala
10491,14663,219,2015-02-07,,,
10492,14663,243,2015-07-07,,,
10493,14664,447,2015-07-07,Tiruvuru,Gampalagudem,VUTUKURU
10494,14664,437,2015-06-23,Tiruvuru,Vissannapeta,Putrela
10495,14665,133,2015-06-22,Jaggaiahpeta,Vatsavai,Kanneveedu
10496,14674,153,2015-12-06,,,
10497,14675,286,2015-05-26,Mylavaram,Reddygudem,Narukullapadu
10498,14676,116,2015-05-23,Mylavaram,Ibrahimpatnam,Thummalapalem
10499,14678,271,2015-06-22,Mylavaram,Reddygudem,Reddygudem
10500,14679,213,2015-07-07,Nandigama,Kanchikacherla,Kanchikacherla
10501,14680,93,2015-05-29,Mylavaram,Vijayawada (R),Rayanipadu
10502,14680,20,2015-02-07,,,
10503,14681,471,2015-11-06,,,
10504,14682,277,2015-06-27,,,
10505,14683,305,2015-06-19,Nandigama,Nandigama,Pallagiri
10506,14683,124,2015-06-25,Jaggaiahpeta,Vatsavai,Polampalli
10507,14686,41,2015-05-07,,,
10508,14687,52,2015-05-24,Mylavaram,Ibrahimpatnam,Kethanakonda
10509,14690,40,2015-05-27,Nandigama,Veerullapadu,Thati Gummi
10510,14690,242,2015-11-06,,,
10511,14692,275,2015-06-26,Mylavaram,Mylavaram,pullur
10512,14695,253,2015-06-23,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
10513,14697,303,2015-07-20,Nandigama,Chanderlapadu,Chanderlapadu
10514,14702,82,2015-06-20,Mylavaram,Ibrahimpatnam,Kachavaram
10515,14704,427,2015-05-26,Tiruvuru,Vissannapeta,Kondaparava
10516,14704,146,2015-06-16,Nandigama,Veerullapadu,Dachavaram
10517,14704,265,2015-06-13,Mylavaram,Reddygudem,kudapa
10518,14706,5,2015-07-07,Nandigama,Chanderlapadu,Konayapalem
10519,14708,114,2015-05-26,Jaggaiahpeta,Vatsavai,Talluru
10520,14708,323,2015-12-06,,,
10521,14710,142,2015-05-24,Nandigama,Chanderlapadu,Munagalapalli
10522,14713,10,2015-05-29,Nandigama,Kanchikacherla,Chevitikallu
10523,14713,370,2015-06-25,Mylavaram,Mylavaram,Chandragudem
10524,14714,187,2015-05-06,,,
10525,14716,420,2015-05-25,Tiruvuru,Tiruvuru,Akkapalem
10526,14716,26,2015-08-06,,,
10527,14716,290,2015-06-25,Mylavaram,Reddygudem,Reddygudem
10528,14719,435,2015-06-26,Tiruvuru,Vissannapeta,Putrela
10529,14720,449,2015-01-06,,,
10530,14721,10,2015-03-06,,,
10531,14721,213,2015-06-29,Nandigama,Kanchikacherla,Moguluru
10532,14722,365,2015-03-06,,,
10533,14724,388,2015-06-26,Tiruvuru,A.Konduru,Khampampadu
10534,14726,178,2015-06-16,Mylavaram,G. Konduru,Kavuluru
10535,14728,13,2015-06-26,Tiruvuru,Vissannapeta,Korlamanda
10536,14730,441,2015-03-07,,,
10537,14732,169,2015-05-31,Nandigama,Veerullapadu,Chowtapalli
10538,14732,497,2015-06-13,Jaggaiahpeta,Penuganchiprolu,Gummadiduru
10539,14733,465,2015-05-28,Tiruvuru,Gampalagudem,CHINTALANARVA
10540,14733,278,2015-06-19,Mylavaram,Reddygudem,Reddygudem
10541,14733,364,2015-06-27,Mylavaram,Mylavaram,Velvadam
10542,14735,242,2015-10-06,,,
10543,14736,134,2015-10-06,,,
10544,14739,254,2015-05-27,Nandigama,Chanderlapadu,Punnavalli
10545,14739,495,2015-06-27,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
10546,14740,312,2015-05-29,Nandigama,Nandigama,Kammavaripalem
10547,14742,115,2015-02-07,,,
10548,14743,253,2015-07-14,Mylavaram,Ibrahimpatnam,Kondapalli
10549,14744,389,2015-05-24,Tiruvuru,A.Konduru,Vallampatla
10550,14744,202,2015-06-22,Nandigama,Kanchikacherla,Keesara
10551,14747,282,2015-05-06,,,
10552,14748,198,2015-06-15,Mylavaram,G. Konduru,Chervu madhavaram
10553,14748,271,2015-03-07,,,
10554,14749,380,2015-05-19,Mylavaram,Mylavaram,Ganapavaram
10555,14751,162,2015-10-06,,,
10556,14752,416,2015-06-24,Tiruvuru,Tiruvuru,Ganugapadu
10557,14754,476,2015-05-24,Jaggaiahpeta,Penuganchiprolu,Mundlapadu
10558,14754,149,2015-10-06,,,
10559,14757,15,2015-10-06,,,
10560,14759,441,2015-03-07,,,
10561,14759,322,2015-03-07,,,
10562,14759,246,2015-08-07,,,
10563,14763,126,2015-05-23,,,
10564,14765,212,2015-10-06,,,
10565,14766,425,2015-04-06,,,
10566,14766,235,2015-07-14,Nandigama,Chanderlapadu,Chanderlapadu
10567,14772,494,2015-03-06,,,
10568,14772,163,2015-03-07,,,
10569,14773,89,2015-06-30,Jaggaiahpeta,Vatsavai,Lingala
10570,14774,469,2015-08-06,,,
10571,14774,331,2015-06-28,Tiruvuru,Tiruvuru,G.Kothuru
10572,14775,6,2015-09-07,,,
10573,14776,220,2015-06-25,Nandigama,Kanchikacherla,Gottimukkala
10574,14777,58,2015-06-15,,,
10575,14779,213,2015-06-30,Nandigama,Kanchikacherla,Moguluru
10576,14780,213,2015-02-07,,,
10577,14781,12,2015-11-06,,,
10578,14781,376,2015-06-24,Mylavaram,Mylavaram,Velvadam
10579,14781,308,2015-07-14,Nandigama,Nandigama,Peddavaram
10580,14785,430,2015-06-19,,,
10581,14786,367,2015-05-19,Mylavaram,Mylavaram,Pondugala
10582,14786,292,2015-06-16,Jaggaiahpeta,Nadigama,Rudravaram
10583,14786,311,2015-07-20,,,
10584,14787,490,2015-05-06,,,
10585,14788,78,2015-05-31,Mylavaram,Ibrahimpatnam,Damuluru
10586,14789,275,2015-01-07,,,
10587,14792,290,2015-10-06,,,
10588,14792,216,2015-11-07,,,
10589,14793,472,2015-06-22,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
10590,14796,428,2015-07-19,Nandigama,Veerullapadu,Peddapuram
10591,14797,84,2015-02-06,,,
10592,14797,462,2015-06-14,Tiruvuru,Gampalagudem,GULLAPUDI
10593,14798,260,2015-05-06,,,
10594,14799,456,2015-01-07,,,
10595,14801,109,2015-03-06,,,
10596,14801,239,2015-03-06,,,
10597,14802,473,2015-05-07,,,
10598,14807,10,2015-05-22,Nandigama,Kanchikacherla,S.Amaravaram
10599,14808,479,2015-06-21,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
10600,14811,74,2015-05-28,,,
10601,14813,284,2015-05-28,Mylavaram,Reddygudem,Rudra varam
10602,14813,147,2015-06-06,Jaggaiahpeta,Jaggaiahpeta,Anumanchipalli
10603,14813,297,2015-04-06,,,
10604,14814,153,2015-06-14,Jaggaiahpeta,Jaggaiahpeta,K.Agraharam
10605,14818,77,2015-05-24,Mylavaram,Ibrahimpatnam,Damuluru
10606,14818,178,2015-06-15,Mylavaram,G. Konduru,Kavuluru
10607,14820,370,2015-06-16,Mylavaram,Mylavaram,Chandragudem
10608,14822,385,2015-02-07,,,
10609,14823,378,2015-05-20,Mylavaram,Mylavaram,Pondugala
10610,14824,445,2015-06-22,Tiruvuru,Gampalagudem,TUNIKIPADU
10611,14828,279,2015-06-13,Mylavaram,Reddygudem,Muchanapalli
10612,14829,68,2015-11-07,,,
10613,14832,399,2015-06-26,Tiruvuru,A.Konduru,Khampampadu
10614,14833,386,2015-05-06,,,
10615,14834,243,2015-06-23,,,
10616,14834,452,2015-01-07,,,
10617,14834,51,2015-07-16,Mylavaram,Ibrahimpatnam,Kondapalli
10618,14834,216,2015-07-18,Nandigama,Chanderlapadu,Chanderlapadu
10619,14835,221,2015-06-16,Nandigama,Chanderlapadu,Chinthalapadu
10620,14836,41,2015-06-14,Nandigama,Veerullapadu,Vellanki
10621,14838,437,2015-05-07,,,
10622,14838,48,2015-03-07,,,
10623,14839,305,2015-06-19,Nandigama,Nandigama,Pallagiri
10624,14840,188,2015-05-22,Mylavaram,G. Konduru,Venkatapuram
10625,14840,137,2015-06-22,Jaggaiahpeta,Vatsavai,Kanneveedu
10626,14842,492,2015-06-13,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
10627,14844,243,2015-05-27,,,
10628,14845,360,2015-01-07,,,
10629,14845,232,2015-06-07,Nandigama,Chanderlapadu,Kasarabada
10630,14847,299,2015-05-28,Jaggaiahpeta,Nadigama,Konathamatmakuru
10631,14854,52,2015-07-21,Mylavaram,Ibrahimpatnam,Kondapalli
10632,14857,40,2015-03-06,,,
10633,14858,243,2015-10-07,,,
10634,14859,409,2015-02-07,,,
10635,14860,279,2015-11-06,,,
10636,14861,384,2015-06-15,Tiruvuru,A.Konduru,Koduru
10637,14862,490,2015-04-06,,,
10638,14863,463,2015-02-07,,,
10639,14864,24,2015-11-06,,,
10640,14865,306,2015-01-06,,,
10641,14866,319,2015-07-06,,,
10642,14868,443,2015-10-06,,,
10643,14868,174,2015-04-07,,,
10644,14869,389,2015-05-06,,,
10645,14873,471,2015-06-27,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
10646,14874,246,2015-05-26,Jaggaiahpeta,Jaggaiahpeta,Takkellapadu
10647,14878,409,2015-06-30,Tiruvuru,A.Konduru,Ramachandrapuram
10648,14880,480,2015-03-07,,,
10649,14881,57,2015-06-13,Mylavaram,Ibrahimpatnam,GunTupalli
10650,14882,159,2015-06-13,Nandigama,Veerullapadu,Vellanki
10651,14883,56,2015-05-31,Tiruvuru,Gampalagudem,KANUMURU
10652,14883,203,2015-06-20,Nandigama,Kanchikacherla,Gottimukkala
10653,14883,269,2015-11-07,,,
10654,14884,472,2015-03-06,,,
10655,14885,4,2015-02-06,,,
10656,14888,375,2015-05-31,Mylavaram,Mylavaram,Chandrala
10657,14889,121,2015-05-25,Jaggaiahpeta,Vatsavai,Talluru
10658,14889,113,2015-03-06,,,
10659,14891,226,2015-07-06,Nandigama,Kanchikacherla,Kanchikacherla
10660,14893,452,2015-05-07,,,
10661,14895,406,2015-06-26,Tiruvuru,A.Konduru,Cheemalapadu
10662,14896,100,2015-05-24,Mylavaram,Vijayawada (R),Rayanipadu
10663,14899,196,2015-06-17,Mylavaram,G. Konduru,Gaddamanugu
10664,14899,194,2015-07-14,Mylavaram,Ibrahimpatnam,Kondapalli
10665,14901,204,2015-05-30,Nandigama,Kanchikacherla,Athukuru
10666,14901,159,2015-06-16,Nandigama,Veerullapadu,G.Madhavaram
10667,14901,432,2015-05-07,,,
10668,14902,262,2015-06-30,,,
10669,14904,471,2015-06-23,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
10670,14904,457,2015-02-07,,,
10671,14905,475,2015-03-06,,,
10672,14905,9,2015-07-06,Nandigama,Kanchikacherla,Kanchikacherla
10673,14907,109,2015-05-25,Nandigama,Veerullapadu,Bodawada
10674,14910,247,2015-06-06,Jaggaiahpeta,Jaggaiahpeta,Balusupadu
10675,14910,69,2015-03-07,,,
10676,14913,450,2015-04-06,,,
10677,14913,383,2015-06-26,Tiruvuru,A.Konduru,Cheemalapadu
10678,14914,261,2015-02-06,,,
10679,14914,447,2015-06-14,Tiruvuru,Gampalagudem,NEMALI
10680,14915,137,2015-06-26,Jaggaiahpeta,Vatsavai,Polampalli
10681,14915,286,2015-01-07,,,
10682,14916,327,2015-05-24,Tiruvuru,Tiruvuru,Vamakuntla
10683,14917,20,2015-10-07,,,
10684,14918,150,2015-04-07,,,
10685,14920,397,2015-06-17,Tiruvuru,A.Konduru,Ramachandrapuram
10686,14921,461,2015-07-07,Tiruvuru,Gampalagudem,VUTUKURU
10687,14921,489,2015-11-07,,,
10688,14924,161,2015-07-06,,,
10689,14926,265,2015-06-25,Mylavaram,Reddygudem,Reddygudem
10690,14927,353,2015-08-07,,,
10691,14929,305,2015-06-19,Nandigama,Nandigama,Pallagiri
10692,14931,251,2015-06-16,Nandigama,Chanderlapadu,Eturu
10693,14932,162,2015-10-07,,,
10694,14933,76,2015-07-07,Nandigama,Kanchikacherla,Paritala
10695,14935,109,2015-06-17,Nandigama,Veerullapadu,Dodda Devara Padu
10696,14935,441,2015-06-27,Tiruvuru,Gampalagudem,LINGALA
10697,14936,9,2015-06-24,Nandigama,Kanchikacherla,Moguluru
10698,14938,123,2015-05-27,Nandigama,Veerullapadu,Goka Raju Palli
10699,14939,463,2015-10-06,,,
10700,14941,315,2015-01-07,,,
10701,14942,115,2015-06-07,,,
10702,14944,454,2015-05-26,Tiruvuru,Gampalagudem,ANUMULLANKA
10703,14944,222,2015-06-14,Nandigama,Kanchikacherla,Gandepalli
10704,14945,379,2015-06-28,Mylavaram,Mylavaram,Chandragudem
10705,14945,318,2015-07-07,Nandigama,Nandigama,Peddavaram
10706,14949,498,2015-05-29,Jaggaiahpeta,Penuganchiprolu,Mundlapadu
10707,14953,258,2015-09-06,,,
10708,14955,434,2015-05-28,Tiruvuru,Vissannapeta,Kondaparava
10709,14956,79,2015-05-27,Mylavaram,Ibrahimpatnam,Damuluru
10710,14958,222,2015-08-07,,,
10711,14962,22,2015-10-06,,,
10712,14962,287,2015-07-23,Mylavaram,Ibrahimpatnam,Kondapalli
10713,14965,175,2015-11-06,,,
10714,14965,144,2015-06-07,Nandigama,Veerullapadu,Jagannadhapuram
10715,14966,286,2015-01-07,,,
10716,14967,287,2015-06-22,Mylavaram,Reddygudem,Reddygudem
10717,14967,51,2015-06-23,,,
10718,14970,395,2015-01-07,,,
10719,14971,215,2015-05-30,Nandigama,Kanchikacherla,Athukuru
10720,14971,139,2015-06-29,Jaggaiahpeta,Vatsavai,Polampalli
10721,14972,263,2015-06-27,Mylavaram,Mylavaram,pullur
10722,14972,177,2015-03-07,,,
10723,14974,441,2015-06-24,Tiruvuru,Gampalagudem,SOBBALA
10724,14974,382,2015-06-25,Tiruvuru,A.Konduru,Khampampadu
10725,14976,317,2015-06-29,Jaggaiahpeta,Nadigama,Gollamudi
10726,14979,277,2015-05-31,Mylavaram,Reddygudem,K-Naguluru
10727,14979,68,2015-06-16,Mylavaram,Ibrahimpatnam,Mulapadu
10728,14979,10,2015-01-06,,,
10729,14982,255,2015-06-27,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
10730,14983,226,2015-06-17,Nandigama,Kanchikacherla,Moguluru
10731,14985,455,2015-06-06,Tiruvuru,Gampalagudem,VINAGADAPA
10732,14988,298,2015-05-21,,,
10733,14994,276,2015-05-29,Mylavaram,Reddygudem,Moddulaparva
10734,14994,242,2015-06-13,Jaggaiahpeta,Jaggaiahpeta,Gandrai
10735,14995,9,2015-10-06,,,
10736,14996,5,2015-05-28,,,
10737,14997,258,2015-05-27,Jaggaiahpeta,Jaggaiahpeta,Vedadri
10738,14997,117,2015-06-07,Jaggaiahpeta,Vatsavai,Indugapalli
10739,15001,260,2015-06-13,Jaggaiahpeta,Jaggaiahpeta,Gandrai
10740,15003,98,2015-05-26,,,
10741,15007,190,2015-05-30,Mylavaram,G. Konduru,Kuntamukkala
10742,15007,394,2015-06-27,Tiruvuru,A.Konduru,Ramachandrapuram
10743,15008,452,2015-06-25,Tiruvuru,Gampalagudem,GAMPALAGUDEM
10744,15011,208,2015-07-14,Nandigama,Kanchikacherla,Kanchikacherla
10745,15012,137,2015-06-27,Jaggaiahpeta,Vatsavai,Polampalli
10746,15012,286,2015-02-07,,,
10747,15013,85,2015-06-23,Mylavaram,Ibrahimpatnam,Kotikalapudi
10748,15015,172,2015-05-30,Mylavaram,G. Konduru,Sunnampadu
10749,15015,325,2015-07-07,Tiruvuru,Tiruvuru,Choutapalli
10750,15018,188,2015-05-22,Mylavaram,G. Konduru,Venkatapuram
10751,15020,351,2015-03-07,,,
10752,15021,177,2015-05-29,Mylavaram,G. Konduru,Sunnampadu
10753,15021,290,2015-07-18,Mylavaram,Ibrahimpatnam,Kondapalli
10754,15021,143,2015-07-19,Nandigama,Chanderlapadu,Chanderlapadu
10755,15025,62,2015-11-06,,,
10756,15025,435,2015-06-16,Tiruvuru,Vissannapeta,Putrela
10757,15026,126,2015-05-06,,,
10758,15026,91,2015-06-24,,,
10759,15029,120,2015-10-06,,,
10760,15029,288,2015-06-16,Mylavaram,Reddygudem,Reddygudem
10761,15034,412,2015-01-06,,,
10762,15037,271,2015-06-13,Mylavaram,Reddygudem,kudapa
10763,15038,257,2015-06-27,Jaggaiahpeta,Vatsavai,Magollu
10764,15038,259,2015-02-07,,,
10765,15039,419,2015-06-29,Tiruvuru,Tiruvuru,Peddavaram
10766,15040,441,2015-05-06,,,
10767,15040,415,2015-06-28,Tiruvuru,Tiruvuru,Kommireddipalli
10768,15043,56,2015-05-07,,,
10769,15047,123,2015-12-06,,,
10770,15051,399,2015-05-30,Tiruvuru,A.Konduru,Polishettipadu
10771,15051,58,2015-06-20,,,
10772,15052,54,2015-07-16,Mylavaram,Ibrahimpatnam,Kondapalli
10773,15056,409,2015-06-23,Tiruvuru,A.Konduru,Ramachandrapuram
10774,15056,174,2015-06-15,Mylavaram,G. Konduru,Kavuluru
10775,15058,156,2015-05-24,Jaggaiahpeta,Jaggaiahpeta,Annavaram
10776,15059,271,2015-03-06,,,
10777,15061,65,2015-03-06,,,
10778,15062,216,2015-07-19,Nandigama,Chanderlapadu,Chanderlapadu
10779,15064,362,2015-06-24,Mylavaram,Mylavaram,Chandragudem
10780,15066,450,2015-06-13,Tiruvuru,Gampalagudem,KONIJARAL
10781,15067,47,2015-06-17,Nandigama,Veerullapadu,G.Madhavaram
10782,15067,495,2015-07-17,,,
10783,15069,28,2015-04-07,,,
10784,15071,26,2015-06-28,Tiruvuru,Gampalagudem,LINGALA
10785,15072,367,2015-05-27,Mylavaram,Mylavaram,Pondugala
10786,15072,452,2015-12-06,,,
10787,15073,269,2015-06-19,Mylavaram,Reddygudem,Reddygudem
10788,15074,244,2015-05-28,Jaggaiahpeta,Jaggaiahpeta,Jayanthipuram
10789,15075,257,2015-07-06,Jaggaiahpeta,Vatsavai,Magollu
10790,15075,490,2015-06-13,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
10791,15077,481,2015-06-13,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
10792,15078,318,2015-10-06,,,
10793,15079,482,2015-01-06,,,
10794,15080,210,2015-02-06,,,
10795,15082,5,2015-07-06,Nandigama,Chanderlapadu,Konayapalem
10796,15083,375,2015-12-06,,,
10797,15085,6,2015-05-07,,,
10798,15088,434,2015-05-31,,,
10799,15088,390,2015-02-06,,,
10800,15088,153,2015-07-06,Jaggaiahpeta,Jaggaiahpeta,Budavada
10801,15091,281,2015-06-27,,,
10802,15093,212,2015-07-23,Nandigama,Kanchikacherla,Kanchikacherla
10803,15094,263,2015-07-16,Mylavaram,Ibrahimpatnam,Kondapalli
10804,15095,216,2015-07-20,Nandigama,Chanderlapadu,Chanderlapadu
10805,15097,463,2015-05-24,Tiruvuru,Gampalagudem,ANUMULLANKA
10806,15097,329,2015-03-07,,,
10807,15098,186,2015-06-27,Mylavaram,G. Konduru,Velaturu
10808,15099,204,2015-11-06,,,
10809,15103,399,2015-05-23,Tiruvuru,A.Konduru,Marepalli
10810,15103,309,2015-06-28,Jaggaiahpeta,Nadigama,Konduru
10811,15104,252,2015-07-06,Jaggaiahpeta,Vatsavai,Magollu
10812,15105,17,2015-05-26,Tiruvuru,Vissannapeta,Kondaparava
10813,15106,400,2015-05-25,Tiruvuru,A.Konduru,Vallampatla
10814,15107,275,2015-06-23,Mylavaram,Mylavaram,pullur
10815,15108,121,2015-06-21,Jaggaiahpeta,Vatsavai,Kambhampadu
